Neighborhood,GroupedPrimaryPropertyTypes,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFABuilding(s),ENERGYSTARScore,DistanceToDowntown,Log_SiteEnergyUseWN(kBtu)
SOUTHWEST,Bâtiments de Vente et de Services,2008.0,1.0,1.0,37864.0,61.0,6.215755023869786,15.926629227038179
EAST,Bâtiments de Vente et de Services,1950.0,1.0,2.0,66497.0,84.0,2.171353292180213,16.044472253686916
MAGNOLIA / QUEEN ANNE,Bâtiments de Vente et de Services,2006.0,1.0,4.0,34010.0,,2.4211842779028947,15.099586060471973
MAGNOLIA / QUEEN ANNE,Bâtiments de Vente et de Services,2006.0,1.0,4.0,45980.0,79.0,2.4211842779028947,15.964166080018023
EAST,Bâtiments de Vente et de Services,1996.0,1.0,3.0,45743.0,88.0,1.3377415428630426,15.469496219666686
CENTRAL,Bâtiments Autres,1991.0,1.0,1.0,45000.0,,2.7054135670443995,15.142384345548088
GREATER DUWAMISH,Bâtiments Autres,1999.0,1.0,6.0,333698.0,,1.0749984020704002,16.500500298790573
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1904.0,1.0,4.0,72859.0,55.0,6.157826422865665,14.27108828874136
NORTHEAST,Bâtiments Industriels et de Stockage,1940.0,1.0,1.0,384772.0,69.0,10.336405013016456,16.59678383505315
NORTHEAST,Bâtiments Commerciaux et Administratifs,1960.0,1.0,1.0,30287.0,32.0,10.138441611084454,14.639525242395628
NORTHEAST,Bâtiments Commerciaux et Administratifs,1960.0,1.0,1.0,21931.0,32.0,10.121602701461098,15.272313940634524
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1985.0,1.0,6.0,73102.0,84.0,0.393052058682781,15.31590986552252
NORTH,Bâtiments de Vente et de Services,2011.0,1.0,1.0,51400.0,74.0,12.737233011950917,16.30718020371998
LAKE UNION,Bâtiments Commerciaux et Administratifs,1993.0,1.0,1.0,26263.0,64.0,4.75610010718623,14.329376305866338
CENTRAL,Bâtiments Autres,1968.0,1.0,1.0,21400.0,,2.3517145942606366,15.50698061321746
EAST,Bâtiments de Soins de Santé,2000.0,1.0,8.0,178000.0,,0.7930061955033717,17.824079651874154
GREATER DUWAMISH,Bâtiments Commerciaux et Administratifs,2005.0,1.0,4.0,162157.0,,3.603676627864714,17.534578349130836
MAGNOLIA / QUEEN ANNE,Bâtiments de Vente et de Services,2003.0,1.0,4.0,33997.0,23.0,2.766716366989781,16.02228263475296
LAKE UNION,Bâtiments Commerciaux et Administratifs,2012.0,1.0,11.0,526423.0,97.0,1.719222684563238,16.675637575639442
SOUTHEAST,Bâtiments Industriels et de Stockage,1988.0,1.0,2.0,45700.0,99.0,11.256272530833073,14.2521455484679
NORTHEAST,Bâtiments Autres,1929.0,8.0,1.0,502030.0,,10.069637449663299,16.84433659201849
NORTHWEST,Bâtiments Autres,2012.0,1.0,2.0,53575.0,,11.992626557469798,17.27508907415719
GREATER DUWAMISH,Bâtiments Commerciaux et Administratifs,2012.0,1.0,6.0,157345.0,63.0,1.6768439685992202,16.272189872048955
GREATER DUWAMISH,Bâtiments Autres,2012.0,2.0,2.0,137138.0,,8.066672949267009,15.53368555901213
EAST,Bâtiments Autres,2012.0,1.0,7.0,267470.0,,0.7561497647710536,17.570073463470425
NORTHEAST,Bâtiments de Soins de Santé,2013.0,1.0,8.0,330000.0,58.0,7.3574276569182295,17.871883382738115
MAGNOLIA / QUEEN ANNE,Bâtiments de Vente et de Services,1918.0,1.0,3.0,43832.0,67.0,2.8101007984693616,15.222963428227555
SOUTHWEST,Bâtiments Autres,1987.0,1.0,6.0,146363.0,,6.340908579612903,16.31247727524158
SOUTHWEST,Bâtiments de Vente et de Services,2011.0,1.0,1.0,67263.0,78.0,4.819731246454791,16.537507581745775
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1988.0,1.0,13.0,204760.0,88.0,1.0689539570159423,16.459581512616776
NORTHEAST,Bâtiments Éducatifs et Culturels,2008.0,1.0,2.0,70292.0,37.0,8.724573508607254,14.578667476160835
DOWNTOWN,Bâtiments Autres,1975.0,1.0,7.0,55559.0,100.0,1.1450597304739527,17.545547334369825
LAKE UNION,Bâtiments de Soins de Santé,2013.0,1.0,8.0,225581.0,,2.1375331686388988,17.575775655269002
EAST,Bâtiments Éducatifs et Culturels,2014.0,1.0,2.0,35780.0,22.0,1.1202061073255898,14.901583304161964
MAGNOLIA / QUEEN ANNE,Bâtiments Commerciaux et Administratifs,2013.0,1.0,3.0,76844.0,100.0,4.603793277603989,14.166529511905049
DOWNTOWN,Bâtiments Commerciaux et Administratifs,2013.0,1.0,3.0,47673.0,67.0,1.8364787294854237,14.781238577911347
BALLARD,Bâtiments d'Hébergement,2013.0,1.0,4.0,39433.0,62.0,7.744480234744181,15.067477924337906
NORTHWEST,Bâtiments Éducatifs et Culturels,2014.0,1.0,2.0,48925.0,82.0,14.06220240751352,14.343207015516771
MAGNOLIA / QUEEN ANNE,Bâtiments Autres,1962.0,1.0,1.0,29000.0,,2.2605766724505836,14.787134856323458
NORTHEAST,Bâtiments Autres,2013.0,1.0,6.0,65773.0,,6.89670365543709,17.093868554654303
GREATER DUWAMISH,Bâtiments Commerciaux et Administratifs,2014.0,1.0,7.0,187027.0,,1.813544625350674,15.351267591642666
GREATER DUWAMISH,Bâtiments Autres,2014.0,1.0,2.0,56988.0,,2.454941023700984,13.207023179106852
GREATER DUWAMISH,Bâtiments Éducatifs et Culturels,2007.0,4.0,2.0,149856.0,,7.050453185536525,15.726421237581778
DELRIDGE,Bâtiments Autres,2010.0,1.0,2.0,44162.0,,10.17065736408928,14.334031844014588
SOUTHEAST,Bâtiments Autres,2013.0,1.0,1.0,53775.0,,10.102856772411851,16.336637751818746
EAST,Bâtiments Commerciaux et Administratifs,1912.0,1.0,2.0,64820.0,,1.3710021158009182,14.662618507462403
EAST,Bâtiments Éducatifs et Culturels,1993.0,1.0,2.0,99765.0,,1.6416276090858628,15.031148484424294
EAST,Bâtiments Éducatifs et Culturels,1925.0,1.0,3.0,428347.0,,1.6438776138403606,17.47848508305414
EAST,Bâtiments de Soins de Santé,1920.0,1.0,8.0,374466.0,74.0,0.6960582814600934,18.93474375173117
BALLARD,Bâtiments de Vente et de Services,2010.0,1.0,8.0,41198.0,44.0,8.309043343955322,15.867822073661184
GREATER DUWAMISH,Bâtiments Autres,2014.0,1.0,1.0,20993.0,,1.3334940463489178,13.776384650316809
SOUTHEAST,Bâtiments Autres,2009.0,1.0,1.0,40265.0,,5.5791945665413385,14.631351585274196
LAKE UNION,Bâtiments Commerciaux et Administratifs,2014.0,1.0,6.0,427181.0,99.0,2.1383627672036285,16.637535366673138
SOUTHEAST,Bâtiments Industriels et de Stockage,2014.0,1.0,4.0,87576.0,,4.976930871690074,13.754534417341093
NORTHEAST,Bâtiments Autres,2014.0,1.0,3.0,33648.0,,6.696347770237256,14.151684625137396
EAST,Bâtiments Commerciaux et Administratifs,2015.0,1.0,5.0,37873.0,,1.5351883771287693,14.66851787405983
MAGNOLIA / QUEEN ANNE,Bâtiments Commerciaux et Administratifs,2015.0,1.0,10.0,513816.0,,2.7577499014829523,16.747278385568
DOWNTOWN,Bâtiments d'Hébergement,2015.0,1.0,14.0,144614.0,89.0,1.2959868312627263,15.528941841940423
LAKE UNION,Bâtiments Commerciaux et Administratifs,2014.0,1.0,12.0,317442.0,99.0,1.8863968655995553,16.3747935069983
GREATER DUWAMISH,Bâtiments Autres,2015.0,1.0,2.0,108036.0,,2.350760710440556,15.482975556833011
LAKE UNION,Bâtiments Commerciaux et Administratifs,2015.0,1.0,12.0,317189.0,98.0,2.012750537039605,16.483394660510548
LAKE UNION,Bâtiments Commerciaux et Administratifs,2014.0,1.0,13.0,339038.0,98.0,1.9455163506871278,16.45721915557471
LAKE UNION,Bâtiments d'Hébergement,2014.0,1.0,4.0,85284.0,72.0,5.626361390231444,15.614311924729948
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1955.0,1.0,1.0,47863.0,37.0,6.86003036993127,15.24644905988825
GREATER DUWAMISH,Bâtiments Commerciaux et Administratifs,1929.0,1.0,2.0,24990.0,9.0,8.556254809895387,15.369819302128596
NORTHEAST,Bâtiments Autres,2013.0,1.0,1.0,72000.0,,10.032501456409376,14.978304741686433
GREATER DUWAMISH,Bâtiments Éducatifs et Culturels,2015.0,1.0,3.0,45000.0,77.0,2.757173587193851,14.15036961911733
NORTHEAST,Bâtiments Éducatifs et Culturels,1962.0,1.0,1.0,68072.0,,6.451599053870902,14.972649661747065
CENTRAL,Bâtiments Autres,2013.0,1.0,1.0,11685.0,,2.7673034978752273,13.784167454804212
BALLARD,Bâtiments Autres,2010.0,1.0,1.0,11968.0,,10.347518412443725,13.663261069726422
NORTH,Bâtiments Autres,1949.0,1.0,1.0,11285.0,,13.20845151123459,13.467348827146683
BALLARD,Bâtiments Autres,1911.0,1.0,1.0,16795.0,,8.746388975010872,13.806012090005689
BALLARD,Bâtiments Autres,1972.0,1.0,1.0,12769.0,,8.656402506989561,15.496387720393097
EAST,Bâtiments Autres,1912.0,1.0,1.0,23445.0,,3.3155997246359377,15.72005258125395
DELRIDGE,Bâtiments Autres,1982.0,1.0,1.0,18261.0,,7.784918584176566,13.840625642276509
DOWNTOWN,Bâtiments Autres,2004.0,1.0,1.0,16000.0,,1.2668863719825765,13.867824743565013
MAGNOLIA / QUEEN ANNE,Bâtiments Autres,1974.0,1.0,1.0,13157.0,,3.9407737520716797,15.616191033092747
