Neighborhood,GroupedPrimaryPropertyTypes,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFABuilding(s),ENERGYSTARScore,DistanceToDowntown,Log_SiteEnergyUseWN(kBtu)
DELRIDGE,Bâtiments Industriels et de Stockage,1953.0,1.0,1.0,31521.0,6.0,4.74618036007877,14.416103619792057
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1951.0,1.0,1.0,24000.0,,3.913845050290713,14.22769388157389
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1952.0,1.0,1.0,21900.0,,4.505706282948115,14.318921460500254
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1961.0,1.0,1.0,38005.0,,4.011988245667828,13.592893977151716
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1998.0,1.0,1.0,35579.0,72.0,4.142102029019003,14.04604175331241
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1975.0,1.0,1.0,49950.0,77.0,3.506473273660013,12.384096242228415
MAGNOLIA / QUEEN ANNE,Bâtiments Éducatifs et Culturels,1947.0,1.0,2.0,22612.0,87.0,6.471403931577614,13.658636402007092
NORTH,Bâtiments Autres,1976.0,1.0,2.0,38787.0,,13.789677814463426,15.072216955199691
NORTH,Bâtiments Industriels et de Stockage,1988.0,2.0,2.0,50368.0,,13.515568767220342,13.707729197758743
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1938.0,1.0,1.0,30545.0,12.0,5.783613810222119,14.436781562521242
MAGNOLIA / QUEEN ANNE,Bâtiments Éducatifs et Culturels,1922.0,1.0,3.0,32691.0,99.0,3.4383996042199465,13.90709996061814
MAGNOLIA / QUEEN ANNE,Bâtiments Éducatifs et Culturels,1963.0,1.0,2.0,24227.0,55.0,3.493537642173193,14.029698628397936
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1956.0,1.0,1.0,27000.0,61.0,7.09216134283109,13.507881697825704
LAKE UNION,Bâtiments Commerciaux et Administratifs,1957.0,1.0,2.0,21183.0,99.0,4.197361630850296,12.798136521774968
LAKE UNION,Bâtiments Commerciaux et Administratifs,1961.0,1.0,3.0,25558.0,91.0,4.400459127305043,13.597990384531522
LAKE UNION,Bâtiments Commerciaux et Administratifs,1985.0,1.0,5.0,82234.0,62.0,4.655667784025742,15.3931151233399
LAKE UNION,Bâtiments Commerciaux et Administratifs,2013.0,1.0,5.0,126842.0,98.0,4.901340626259614,15.3230808474821
LAKE UNION,Bâtiments Commerciaux et Administratifs,1900.0,1.0,2.0,20500.0,48.0,4.929086768456227,14.097812527331554
NORTHEAST,Bâtiments Éducatifs et Culturels,1930.0,1.0,2.0,25521.0,82.0,8.3469402809652,13.438467623370183
NORTHEAST,Bâtiments Éducatifs et Culturels,1986.0,1.0,1.0,23190.0,79.0,8.3469402809652,14.472728701854713
NORTHWEST,Bâtiments Commerciaux et Administratifs,1960.0,1.0,1.0,20678.0,98.0,9.172947002944916,13.682037092233385
NORTHWEST,Bâtiments Éducatifs et Culturels,1922.0,1.0,3.0,28820.0,43.0,9.221326657650486,14.900427745370665
SOUTHEAST,Bâtiments Éducatifs et Culturels,1954.0,1.0,2.0,27876.0,69.0,11.790796390677066,14.555377308110534
MAGNOLIA / QUEEN ANNE,Bâtiments Éducatifs et Culturels,1925.0,1.0,1.0,48789.0,94.0,3.8410705344453087,14.165875925826748
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1977.0,1.0,1.0,22320.0,62.0,5.737378450084476,13.043699765324495
GREATER DUWAMISH,Bâtiments Autres,1976.0,1.0,1.0,47105.0,,5.824659083324053,16.141296615008592
GREATER DUWAMISH,Bâtiments Commerciaux et Administratifs,1982.0,1.0,2.0,40029.0,69.0,5.792205920263602,14.269974856013508
GREATER DUWAMISH,Bâtiments Commerciaux et Administratifs,1970.0,1.0,2.0,28304.0,67.0,5.932432008656804,14.095333452827028
GREATER DUWAMISH,Bâtiments Autres,1970.0,1.0,1.0,26400.0,,5.968263437634525,13.022793839399133
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1968.0,1.0,1.0,27680.0,,6.1064410111780285,14.467141101754224
GREATER DUWAMISH,Bâtiments Commerciaux et Administratifs,1969.0,1.0,2.0,25872.0,,5.980145641880179,14.432809031015598
GREATER DUWAMISH,Bâtiments Commerciaux et Administratifs,1969.0,1.0,2.0,25872.0,41.0,6.004272280916795,14.731135568295008
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1969.0,1.0,1.0,20500.0,65.0,6.004272280916795,12.31313663155814
LAKE UNION,Bâtiments Commerciaux et Administratifs,1958.0,1.0,2.0,21436.0,95.0,5.7224890995986515,13.233419616588925
LAKE UNION,Bâtiments Commerciaux et Administratifs,2006.0,1.0,4.0,27526.0,,5.361677845920581,13.853852399446042
LAKE UNION,Bâtiments Commerciaux et Administratifs,1985.0,1.0,3.0,23307.0,94.0,4.984297341584469,14.0097687142474
DOWNTOWN,Bâtiments Industriels et de Stockage,1928.0,1.0,6.0,46580.0,,0.9106410667118203,13.565385154655779
DOWNTOWN,Bâtiments de Vente et de Services,1916.0,1.0,2.0,25920.0,5.0,0.8855662728249514,13.078810770235727
DOWNTOWN,Bâtiments de Vente et de Services,1919.0,1.0,2.0,25920.0,93.0,1.0074093628008267,13.861418298606173
DOWNTOWN,Bâtiments d'Hébergement,1910.0,1.0,8.0,61721.0,93.0,0.9874948621422404,14.903544004140482
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1919.0,1.0,2.0,25920.0,75.0,1.143751794528003,14.4812046396075
EAST,Bâtiments Commerciaux et Administratifs,1925.0,1.0,4.0,39760.0,92.0,0.7997206670602879,14.824036656336633
EAST,Bâtiments Autres,1920.0,1.0,3.0,30971.0,,0.8290307733878325,14.905537850785036
EAST,Bâtiments Commerciaux et Administratifs,1946.0,1.0,3.0,22667.0,1.0,0.7788291070431969,15.236643991566512
LAKE UNION,Bâtiments Industriels et de Stockage,1927.0,1.0,2.0,33840.0,,5.098337074026633,14.665512224057924
LAKE UNION,Bâtiments Commerciaux et Administratifs,2001.0,1.0,5.0,27730.0,79.0,5.266657514650411,14.071242298871635
LAKE UNION,Bâtiments de Vente et de Services,1911.0,1.0,2.0,20516.0,98.0,5.2799553024932235,13.919405713005464
LAKE UNION,Bâtiments de Vente et de Services,1906.0,1.0,3.0,27480.0,88.0,5.174330134166788,14.010384050250552
LAKE UNION,Bâtiments Industriels et de Stockage,1984.0,1.0,1.0,26532.0,5.0,5.503601866821205,14.631419470986966
LAKE UNION,Bâtiments Commerciaux et Administratifs,1981.0,1.0,2.0,22388.0,,5.4582447821193805,13.313287306633537
LAKE UNION,Bâtiments Autres,1969.0,1.0,1.0,30730.0,,5.415109782662244,15.000000650815506
LAKE UNION,Bâtiments Commerciaux et Administratifs,1986.0,1.0,2.0,35600.0,47.0,5.648212874582917,14.601736567078571
MAGNOLIA / QUEEN ANNE,Bâtiments Éducatifs et Culturels,1949.0,1.0,3.0,62000.0,81.0,5.298687698793402,14.584893748370153
MAGNOLIA / QUEEN ANNE,Bâtiments Commerciaux et Administratifs,1981.0,1.0,2.0,23600.0,82.0,5.056343154477531,13.64034411716665
MAGNOLIA / QUEEN ANNE,Bâtiments Commerciaux et Administratifs,1986.0,1.0,3.0,40067.0,43.0,5.2728856543667515,14.650041734224526
MAGNOLIA / QUEEN ANNE,Bâtiments Commerciaux et Administratifs,1989.0,1.0,3.0,19497.0,67.0,5.2728856543667515,13.887821917175051
MAGNOLIA / QUEEN ANNE,Bâtiments Commerciaux et Administratifs,1979.0,1.0,3.0,25262.0,54.0,5.2728856543667515,14.226678871832727
LAKE UNION,Bâtiments Autres,1996.0,1.0,3.0,53103.0,,5.18104055230216,15.400583029281579
MAGNOLIA / QUEEN ANNE,Bâtiments Commerciaux et Administratifs,1980.0,1.0,3.0,34106.0,57.0,5.153191505835029,14.395042762239864
MAGNOLIA / QUEEN ANNE,Bâtiments Commerciaux et Administratifs,1980.0,1.0,3.0,34545.0,29.0,5.206157810247231,14.654479435617088
MAGNOLIA / QUEEN ANNE,Bâtiments Commerciaux et Administratifs,1980.0,1.0,3.0,70296.0,86.0,5.096252515327451,14.920398695564035
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1902.0,1.0,4.0,27838.0,77.0,0.5808998612306965,14.050703325039782
DELRIDGE,Bâtiments Industriels et de Stockage,1971.0,2.0,2.0,28368.0,,6.083198200465805,14.473979204041076
NORTHWEST,Bâtiments Autres,1964.0,1.0,2.0,92080.0,,13.320626054364748,15.496047083254954
NORTHWEST,Bâtiments Autres,1961.0,1.0,1.0,20236.0,,13.115614875836611,14.552371288465755
NORTHWEST,Bâtiments Commerciaux et Administratifs,1951.0,1.0,2.0,39815.0,62.0,12.813823435602918,14.58478023373452
NORTHWEST,Bâtiments Autres,1970.0,1.0,4.0,25557.0,,13.135858184254559,14.639841032772216
NORTHWEST,Bâtiments Autres,1958.0,1.0,2.0,26994.0,,12.94569872583999,15.015721696086906
NORTHWEST,Bâtiments Industriels et de Stockage,1972.0,1.0,1.0,48112.0,73.0,13.008512595148956,14.196656333804299
NORTHWEST,Bâtiments Autres,2009.0,1.0,1.0,20909.0,,12.877100154716036,14.075561379253733
NORTHWEST,Bâtiments Commerciaux et Administratifs,2001.0,1.0,2.0,26275.0,27.0,14.363315564934647,14.44211547790752
NORTHWEST,Bâtiments Autres,2007.0,1.0,2.0,45000.0,,13.520708469244076,15.624497527968954
NORTHWEST,Bâtiments de Vente et de Services,1998.0,1.0,1.0,26115.0,43.0,13.18138049291426,14.38118055357237
NORTHEAST,Bâtiments Éducatifs et Culturels,1949.0,1.0,1.0,26033.0,78.0,7.3126511131026595,14.11091811809058
MAGNOLIA / QUEEN ANNE,Bâtiments Éducatifs et Culturels,2007.0,1.0,4.0,48660.0,82.0,4.465982302127839,14.564688294349144
DOWNTOWN,Bâtiments de Vente et de Services,1920.0,1.0,2.0,26400.0,36.0,1.123459955455228,13.829337153515647
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1918.0,1.0,3.0,38148.0,98.0,1.0587435425122,14.048411748300447
MAGNOLIA / QUEEN ANNE,Bâtiments Éducatifs et Culturels,1955.0,1.0,5.0,31945.0,4.0,2.819512127958813,14.406884669167956
MAGNOLIA / QUEEN ANNE,Bâtiments Commerciaux et Administratifs,1985.0,1.0,5.0,52908.0,43.0,2.3481637307654246,15.315348313482378
DOWNTOWN,Bâtiments de Vente et de Services,1900.0,1.0,4.0,34680.0,92.0,0.3692952587895926,14.04648675387154
DOWNTOWN,Bâtiments Éducatifs et Culturels,1968.0,1.0,3.0,40548.0,24.0,0.4128253343917456,15.641207014351277
DOWNTOWN,Bâtiments de Vente et de Services,1915.0,1.0,1.0,36504.0,2.0,0.683950058892837,14.579802592834259
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1907.0,1.0,6.0,35200.0,8.0,0.6951387775102433,14.913525751740035
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1907.0,1.0,5.0,35840.0,83.0,0.534105172346078,14.360528746057657
DOWNTOWN,Bâtiments Autres,1941.0,1.0,2.0,25920.0,60.0,0.552293882743083,14.120749170970427
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1928.0,1.0,4.0,30525.0,17.0,0.5227916539819298,14.911304963459521
EAST,Bâtiments Autres,1964.0,1.0,4.0,49243.0,,0.8500141151819214,15.954558202946616
EAST,Bâtiments Autres,1912.0,1.0,3.0,20411.0,,0.8304204455897886,14.578673653190663
EAST,Bâtiments Commerciaux et Administratifs,1962.0,1.0,2.0,20570.0,2.0,1.1202369036155804,14.956482218781812
EAST,Bâtiments Commerciaux et Administratifs,1910.0,1.0,3.0,73549.0,90.0,1.1765165921693133,14.981521492461088
EAST,Bâtiments Autres,1988.0,1.0,5.0,34380.0,,1.0624300201689811,16.261564540195238
EAST,Bâtiments Commerciaux et Administratifs,1963.0,1.0,3.0,39115.0,42.0,1.0585872632047992,15.160572944700316
EAST,Bâtiments Autres,1916.0,1.0,3.0,38038.0,,0.5226760100800674,14.04290506116602
EAST,Bâtiments Éducatifs et Culturels,1962.0,1.0,3.0,37796.0,55.0,0.4655796958711087,14.834283146129275
BALLARD,Bâtiments Commerciaux et Administratifs,1993.0,1.0,1.0,27744.0,,6.8151865434699905,15.493682054940038
BALLARD,Bâtiments Industriels et de Stockage,1960.0,1.0,1.0,36444.0,80.0,7.045725513070449,12.040402248311668
BALLARD,Bâtiments Industriels et de Stockage,1950.0,1.0,1.0,27553.0,63.0,6.537696181984949,13.86846228888541
BALLARD,Bâtiments Industriels et de Stockage,1951.0,3.0,1.0,57310.0,,6.416461271197741,14.148862753744776
LAKE UNION,Bâtiments de Vente et de Services,1919.0,1.0,3.0,40686.0,,2.087270605114139,14.59876177622159
LAKE UNION,Bâtiments de Vente et de Services,1964.0,1.0,2.0,45271.0,57.0,2.1361898945282585,14.884412671267839
LAKE UNION,Bâtiments Commerciaux et Administratifs,1920.0,1.0,3.0,16200.0,62.0,2.1777000036941336,14.22332648406664
LAKE UNION,Bâtiments Commerciaux et Administratifs,2009.0,1.0,5.0,508160.0,77.0,2.0049766599031122,17.14961230296505
LAKE UNION,Bâtiments Commerciaux et Administratifs,1926.0,1.0,3.0,26176.0,95.0,2.068200654737752,13.887609915988307
LAKE UNION,Bâtiments Commerciaux et Administratifs,1926.0,1.0,1.0,37740.0,1.0,2.5604052552323067,15.81960039283453
MAGNOLIA / QUEEN ANNE,Bâtiments Autres,1961.0,1.0,1.0,26000.0,,2.43898877507852,15.559426739593752
MAGNOLIA / QUEEN ANNE,Bâtiments Éducatifs et Culturels,2009.0,1.0,3.0,23241.0,66.0,2.133644508648348,13.57969565686782
MAGNOLIA / QUEEN ANNE,Bâtiments Autres,1962.0,1.0,1.0,155795.0,,2.1005699689104933,16.75190192601036
MAGNOLIA / QUEEN ANNE,Bâtiments Autres,2002.0,1.0,1.0,21018.0,,2.43898877507852,14.397431022531057
MAGNOLIA / QUEEN ANNE,Bâtiments Autres,1998.0,1.0,1.0,30533.0,,2.43898877507852,15.639043608009837
MAGNOLIA / QUEEN ANNE,Bâtiments Autres,1961.0,1.0,2.0,33971.0,,2.0867659610663987,16.71494804214499
MAGNOLIA / QUEEN ANNE,Bâtiments Autres,1992.0,1.0,2.0,40600.0,,2.2605766724505836,14.720059423142848
LAKE UNION,Bâtiments Commerciaux et Administratifs,1999.0,1.0,4.0,38038.0,84.0,1.7713373156091763,14.528530461402863
LAKE UNION,Bâtiments Commerciaux et Administratifs,2007.0,1.0,4.0,40000.0,92.0,1.7185492160087052,14.823234783176447
LAKE UNION,Bâtiments Commerciaux et Administratifs,1928.0,1.0,3.0,35404.0,1.0,1.734714176750832,16.037815531771567
LAKE UNION,Bâtiments Commerciaux et Administratifs,2013.0,1.0,6.0,29910.0,92.0,1.7042439681732435,15.820958890135673
LAKE UNION,Bâtiments Commerciaux et Administratifs,1926.0,1.0,4.0,35780.0,77.0,1.7587771694152006,14.498185722867195
DOWNTOWN,Bâtiments Autres,1966.0,1.0,1.0,49680.0,,0.34882006981648084,14.876931319953625
DOWNTOWN,Bâtiments Autres,1962.0,1.0,1.0,36314.0,,0.35830464093522646,14.448352311853343
DOWNTOWN,Bâtiments Autres,1916.0,1.0,2.0,25920.0,,0.5739126329204219,14.023070310198523
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1919.0,1.0,4.0,47686.0,72.0,0.7277281782054804,14.614423184686622
DOWNTOWN,Bâtiments de Vente et de Services,1912.0,1.0,2.0,25380.0,,0.6800318209315399,15.74248723761052
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1915.0,1.0,6.0,40715.0,,0.7054964426687934,14.872512173131051
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1910.0,1.0,4.0,36160.0,47.0,0.8789279139430971,14.46885761754664
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1909.0,1.0,5.0,66900.0,100.0,1.2415047631745253,14.306651248507865
DOWNTOWN,Bâtiments Autres,1930.0,1.0,2.0,22710.0,,1.3178897501717672,12.569897716278925
LAKE UNION,Bâtiments Commerciaux et Administratifs,2000.0,1.0,3.0,36959.0,13.0,3.5438605204101186,14.980279900988116
LAKE UNION,Bâtiments Commerciaux et Administratifs,1964.0,1.0,5.0,44860.0,68.0,3.4964866640190695,15.112696754461878
EAST,Bâtiments Éducatifs et Culturels,1930.0,1.0,2.0,45960.0,56.0,3.1941311466447986,15.365511580449105
LAKE UNION,Bâtiments Commerciaux et Administratifs,1959.0,1.0,2.0,21128.0,97.0,1.8796033661202596,12.98678439000198
LAKE UNION,Bâtiments Commerciaux et Administratifs,2013.0,1.0,3.0,51552.0,,1.8133347472270327,14.24668719029032
LAKE UNION,Bâtiments d'Hébergement,1959.0,1.0,4.0,38520.0,37.0,1.872923756353615,14.871499230165501
LAKE UNION,Bâtiments d'Hébergement,1961.0,1.0,3.0,24930.0,95.0,2.0224717766815004,13.673008044903538
LAKE UNION,Bâtiments Éducatifs et Culturels,1960.0,1.0,1.0,27338.0,56.0,1.760573388295205,13.43358199812009
EAST,Bâtiments Autres,1999.0,1.0,2.0,20110.0,,4.237782576127005,14.639050492020063
MAGNOLIA / QUEEN ANNE,Bâtiments de Soins de Santé,1962.0,1.0,2.0,34416.0,,2.907174919462075,16.34227202872362
MAGNOLIA / QUEEN ANNE,Bâtiments Commerciaux et Administratifs,1930.0,1.0,3.0,45864.0,94.0,2.470879668069377,14.925575513759602
NORTHWEST,Bâtiments Éducatifs et Culturels,1999.0,1.0,2.0,49252.0,23.0,13.597623710582075,15.168939080872077
LAKE UNION,Bâtiments Commerciaux et Administratifs,1987.0,1.0,3.0,33176.0,89.0,3.1138320826721437,14.229862230006018
LAKE UNION,Bâtiments de Vente et de Services,1993.0,1.0,3.0,21430.0,,3.096933692811461,14.499093269466812
GREATER DUWAMISH,Bâtiments Éducatifs et Culturels,1977.0,1.0,99.0,21948.0,80.0,6.46986892925463,12.694659370449031
EAST,Bâtiments Autres,1927.0,1.0,3.0,31191.0,,5.050162513794319,15.609621427149994
NORTH,Bâtiments Autres,1947.0,1.0,1.0,37377.0,,13.114754223258773,15.07260107765924
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1977.0,1.0,1.0,29380.0,33.0,7.400620473315031,13.686465444068304
EAST,Bâtiments Éducatifs et Culturels,1922.0,1.0,2.0,22688.0,87.0,1.0007728363609185,12.878556314404287
SOUTHEAST,Bâtiments Autres,1962.0,1.0,2.0,22364.0,,5.993398642190024,14.30149549067682
GREATER DUWAMISH,Bâtiments Commerciaux et Administratifs,1982.0,1.0,2.0,41262.0,84.0,7.341594807396191,14.50935992943047
LAKE UNION,Bâtiments Commerciaux et Administratifs,1953.0,1.0,2.0,43183.0,,1.9713980619814653,15.842093963108429
NORTH,Bâtiments Éducatifs et Culturels,1908.0,1.0,3.0,45680.0,79.0,9.038203232101829,14.688502376118281
SOUTHWEST,Bâtiments Éducatifs et Culturels,1957.0,1.0,1.0,23562.0,96.0,8.503723934798444,13.18390651842928
BALLARD,Bâtiments Commerciaux et Administratifs,1999.0,1.0,4.0,28844.0,,6.360899929440033,13.788222798077731
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1989.0,1.0,1.0,21101.0,,4.959294592246349,13.616442508134833
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1914.0,1.0,2.0,45594.0,75.0,4.954685062166967,14.100049633873
GREATER DUWAMISH,Bâtiments Autres,1950.0,1.0,1.0,26660.0,,6.106614029817272,14.622558358459713
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1975.0,1.0,1.0,28126.0,44.0,4.975917467674819,13.78109469301771
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1964.0,1.0,1.0,35000.0,53.0,6.35341855155812,12.844540295132633
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1962.0,1.0,1.0,26150.0,6.0,6.205290451462585,14.094972247963902
GREATER DUWAMISH,Bâtiments Commerciaux et Administratifs,1967.0,1.0,2.0,24000.0,73.0,6.171190089461177,13.953923547433172
EAST,Bâtiments Éducatifs et Culturels,1968.0,1.0,5.0,43594.0,38.0,4.237782576127005,14.80862046906078
LAKE UNION,Bâtiments Industriels et de Stockage,1912.0,1.0,1.0,28080.0,,5.92126377985737,13.701952226290562
NORTHWEST,Bâtiments Éducatifs et Culturels,1962.0,1.0,1.0,22047.0,100.0,13.527789753762319,12.516000704534452
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1979.0,1.0,1.0,31600.0,3.0,9.349457527078,15.132415786060266
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,2007.0,1.0,1.0,35289.0,63.0,9.470016791754729,13.826192119422968
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1981.0,1.0,1.0,28920.0,50.0,9.611052647026467,14.535189512478558
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1978.0,1.0,1.0,22176.0,60.0,9.574546239897668,13.523695456301803
NORTH,Bâtiments Commerciaux et Administratifs,1974.0,1.0,3.0,39927.0,38.0,10.6598962638488,15.158941649871267
NORTH,Bâtiments Autres,1979.0,1.0,1.0,30610.0,,10.451897291345356,15.322634199112137
NORTH,Bâtiments Commerciaux et Administratifs,1980.0,1.0,2.0,20580.0,64.0,10.587034776182422,13.818502078900227
NORTH,Bâtiments Commerciaux et Administratifs,1968.0,1.0,2.0,38745.0,76.0,10.683186162296495,14.938364300555419
NORTHEAST,Bâtiments Industriels et de Stockage,1959.0,1.0,2.0,20296.0,,7.121955226164601,13.659635538150297
NORTHEAST,Bâtiments Commerciaux et Administratifs,1967.0,1.0,3.0,38378.0,86.0,7.027160121587701,14.40750772126408
NORTHEAST,Bâtiments Industriels et de Stockage,1980.0,1.0,2.0,33576.0,64.0,7.057162065563402,14.19818517455224
NORTHEAST,Bâtiments de Vente et de Services,1975.0,1.0,1.0,33005.0,21.0,6.959532858041019,16.197089162263946
EAST,Bâtiments Autres,1981.0,1.0,1.0,20971.0,,1.044330125486273,13.499975072434518
MAGNOLIA / QUEEN ANNE,Bâtiments Commerciaux et Administratifs,1927.0,1.0,3.0,23910.0,,6.260012111852493,13.7213302958125
BALLARD,Bâtiments Éducatifs et Culturels,1910.0,1.0,2.0,21765.0,80.0,8.579388598092319,13.120180997745262
EAST,Bâtiments Éducatifs et Culturels,1939.0,1.0,2.0,2200000.0,,1.3892009181709692,18.629364746032017
CENTRAL,Bâtiments Éducatifs et Culturels,1901.0,1.0,2.0,26560.0,1.0,1.9787505512732182,14.42056293392971
LAKE UNION,Bâtiments Industriels et de Stockage,1957.0,1.0,2.0,20140.0,49.0,5.063381443648974,11.665540122290118
GREATER DUWAMISH,Bâtiments de Vente et de Services,1992.0,1.0,2.0,38845.0,82.0,8.319712148752687,15.749533331305782
GREATER DUWAMISH,Bâtiments de Vente et de Services,1953.0,1.0,1.0,26092.0,40.0,8.41675389458683,15.903910416336668
GREATER DUWAMISH,Bâtiments Commerciaux et Administratifs,1967.0,1.0,1.0,25500.0,98.0,6.083793640468232,14.173477354601868
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1961.0,1.0,1.0,41895.0,,6.410172373276264,14.110916722661718
GREATER DUWAMISH,Bâtiments de Vente et de Services,1958.0,1.0,2.0,56193.0,,6.276934575734433,14.76332301864738
BALLARD,Bâtiments Éducatifs et Culturels,1922.0,1.0,3.0,35448.0,97.0,8.00956629067422,14.30540856887506
BALLARD,Bâtiments de Vente et de Services,1966.0,1.0,1.0,29214.0,8.0,7.828323929274482,16.07294586755489
BALLARD,Bâtiments de Vente et de Services,2000.0,1.0,1.0,46068.0,34.0,7.669846519491052,16.487812192363407
BALLARD,Bâtiments Autres,1961.0,1.0,1.0,32000.0,,7.482320795711149,14.238882625175478
BALLARD,Bâtiments Industriels et de Stockage,1975.0,1.0,3.0,41478.0,3.0,7.219881819279683,15.00563886801527
BALLARD,Bâtiments Industriels et de Stockage,1980.0,1.0,1.0,39840.0,2.0,7.171912404278749,13.55979345210607
BALLARD,Bâtiments Autres,2004.0,1.0,1.0,15000.0,,8.149232561588958,14.311531988423114
BALLARD,Bâtiments Autres,1924.0,1.0,2.0,21528.0,,7.99864909747542,12.707761152694637
BALLARD,Bâtiments Autres,1928.0,1.0,2.0,30000.0,,8.149015181510077,13.925061133049711
BALLARD,Bâtiments Autres,1942.0,1.0,2.0,30087.0,,8.311225329328478,15.46532150014903
BALLARD,Bâtiments Éducatifs et Culturels,1975.0,1.0,1.0,40445.0,92.0,7.16601343949621,13.72230956476122
BALLARD,Bâtiments de Vente et de Services,1996.0,1.0,1.0,23500.0,53.0,7.1075452844274025,13.954918524653953
BALLARD,Bâtiments de Vente et de Services,1967.0,1.0,1.0,22420.0,82.0,8.161179243170924,14.237352087485556
MAGNOLIA / QUEEN ANNE,Bâtiments de Vente et de Services,1961.0,1.0,1.0,25842.0,35.0,5.923971057212256,15.984164178312458
MAGNOLIA / QUEEN ANNE,Bâtiments Commerciaux et Administratifs,1992.0,1.0,3.0,26389.0,,6.024176566953759,13.986715659454491
MAGNOLIA / QUEEN ANNE,Bâtiments Commerciaux et Administratifs,1982.0,1.0,3.0,25859.0,88.0,6.163863276796013,13.727793886858667
MAGNOLIA / QUEEN ANNE,Bâtiments Industriels et de Stockage,1974.0,1.0,1.0,25600.0,1.0,7.588675886501343,14.480050359161355
MAGNOLIA / QUEEN ANNE,Bâtiments Autres,1965.0,1.0,1.0,23169.0,,7.451480225818197,12.311589227359041
MAGNOLIA / QUEEN ANNE,Bâtiments Commerciaux et Administratifs,2008.0,1.0,4.0,33385.0,89.0,7.361968107179871,14.073724877154426
MAGNOLIA / QUEEN ANNE,Bâtiments Industriels et de Stockage,1960.0,1.0,1.0,56884.0,71.0,7.606990448865568,14.271648976643068
BALLARD,Bâtiments de Vente et de Services,1989.0,1.0,1.0,32810.0,66.0,10.15501874123489,14.589700253915716
MAGNOLIA / QUEEN ANNE,Bâtiments Industriels et de Stockage,1980.0,1.0,3.0,30989.0,,5.4212771369347195,11.501499420030449
MAGNOLIA / QUEEN ANNE,Bâtiments Industriels et de Stockage,1915.0,1.0,3.0,39952.0,,5.390637714659177,10.97018251310256
MAGNOLIA / QUEEN ANNE,Bâtiments Commerciaux et Administratifs,1961.0,1.0,2.0,20022.0,80.0,6.3377395045588285,13.442742526442817
MAGNOLIA / QUEEN ANNE,Bâtiments Industriels et de Stockage,1960.0,1.0,2.0,36498.0,89.0,6.32261819081832,13.308349254037207
MAGNOLIA / QUEEN ANNE,Bâtiments Industriels et de Stockage,1968.0,1.0,1.0,35946.0,,7.618729539282508,13.128766210449992
MAGNOLIA / QUEEN ANNE,Bâtiments Commerciaux et Administratifs,2007.0,1.0,4.0,24472.0,96.0,7.290495637318172,13.647145307280319
MAGNOLIA / QUEEN ANNE,Bâtiments Commerciaux et Administratifs,1979.0,1.0,4.0,22365.0,71.0,7.0726352959933285,13.49721368173087
MAGNOLIA / QUEEN ANNE,Bâtiments Commerciaux et Administratifs,1994.0,1.0,4.0,30172.0,82.0,7.0008340892169025,13.782521671579447
BALLARD,Bâtiments Industriels et de Stockage,1927.0,1.0,4.0,42500.0,100.0,7.404548898821959,12.47989529014906
BALLARD,Bâtiments Commerciaux et Administratifs,1901.0,1.0,4.0,23032.0,,7.86116971209377,13.974679695669005
BALLARD,Bâtiments Autres,1900.0,1.0,3.0,40836.0,,7.762180388439343,15.835269701764004
BALLARD,Bâtiments Commerciaux et Administratifs,1968.0,1.0,2.0,23500.0,26.0,7.5396148996684484,14.372428567308093
BALLARD,Bâtiments Commerciaux et Administratifs,1966.0,1.0,1.0,22282.0,93.0,7.454031635678049,13.408568672456946
BALLARD,Bâtiments Industriels et de Stockage,1902.0,1.0,2.0,24000.0,,7.365943267462103,13.303730312024827
